Address,Tokens Transaction,Ether Transaction
0x4f4c3a3ab3423866849b986b60eb53df2e8602e4,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x88bd639d6b029596b029c61490f29f57b0bf4a3f,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x05d987577901933e6e6e11ddc8c3b3592addffc8,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xda1808cf95b74297ce6bce6c9f5af288e4b78e02,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x3244c8e4f651d771aa0ca807ecc3dd29854252bc,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x3a647b4e245ee3ec5dfe76fd97ff8f8f367b454b,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x39134c4e7a15619477351e1eec6b3563a3fbec45,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x2cdd1f4ec0bf998eb8caeef79723ad5b39d90fae,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x163282f109b86167a7017a9db2c995a9240dff38,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x82bbf2b4dc52d24cbe0cbb6540bd4d4ceb2870b7,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
